,gene_name,start,end_coord,strand,gene_product,COG_id,cog,uniprot,operon,tu_name,ncbi_protein,gene_name_extra,specific_gos_n,specific_gos
EQU24_RS00480,,98898,99732,-1,hypothetical protein,T,Signal transduction mechanisms,A0A4P9UIE2,2766,EQU24_RS00480,WP_017841391.1,||None,"protein phosphorylation
ribosome
phosphorylation
kinase activity
protein serine/threonine kinase activity","['protein phosphorylation' 'ribosome' 'phosphorylation' 'kinase activity'
 'protein serine/threonine kinase activity']"
EQU24_RS00485,folK,101212,101728,-1,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,H,Coenzyme transport and metabolism,A0A4P9UKP1,2765,folB // folK,WP_017841390.1,folK||folK,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity
phosphorylation
folic acid-containing compound biosynthetic process
kinase activity","['2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity'
 'phosphorylation' 'folic acid-containing compound biosynthetic process'
 'kinase activity']"
EQU24_RS00490,folB,101731,102085,-1,dihydroneopterin aldolase,H,Coenzyme transport and metabolism,A0A4P9UIJ5,2765,folB // folK,WP_017841389.1,folB||folB,"tetrahydrofolate biosynthetic process
folic acid biosynthetic process
dihydroneopterin aldolase activity
aldehyde-lyase activity
carbon-carbon lyase activity","['tetrahydrofolate biosynthetic process' 'folic acid biosynthetic process'
 'dihydroneopterin aldolase activity' 'aldehyde-lyase activity'
 'carbon-carbon lyase activity']"
EQU24_RS00495,plsY,102224,102797,1,glycerol-3-phosphate 1-O-acyltransferase PlsY,I,Lipid transport and metabolism,UPI00191C5BE9,2764,plsY,WP_201764901.1,plsY||plsY,"acyl-phosphate glycerol-3-phosphate acyltransferase activity
phospholipid biosynthetic process
plasma membrane
integral component of membrane
cell periphery","['acyl-phosphate glycerol-3-phosphate acyltransferase activity'
 'phospholipid biosynthetic process' 'plasma membrane'
 'integral component of membrane' 'cell periphery']"
EQU24_RS00500,tsaD,102961,103972,-1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,J,"Translation, ribosomal structure and biogenesis",A0A4P9UN55,2763,tsaD,WP_017841387.1,tsaD||tsaD,"tRNA processing
tRNA metabolic process
tRNA threonylcarbamoyladenosine modification
ncRNA processing
tRNA modification","['tRNA processing' 'tRNA metabolic process'
 'tRNA threonylcarbamoyladenosine modification' 'ncRNA processing'
 'tRNA modification']"
EQU24_RS00505,rpsU,104077,104311,1,30S ribosomal protein S21,J,"Translation, ribosomal structure and biogenesis",A0A4P9UIV9,2762,EQU24_RS00510 // rpsU,WP_014146611.1,rpsU||rpsU,"ribosomal small subunit assembly
ribosome assembly
cytosolic ribosome
ribonucleoprotein complex assembly
ribosome biogenesis","['ribosomal small subunit assembly' 'ribosome assembly'
 'cytosolic ribosome' 'ribonucleoprotein complex assembly'
 'ribosome biogenesis']"
EQU24_RS00510,,104333,104783,1,GatB/YqeY domain-containing protein,S,Function unknown,A0A4P9UIP9,2762,EQU24_RS00510 // rpsU,WP_017841386.1,||None,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor
transferase activity","['carbon-nitrogen ligase activity, with glutamine as amido-N-donor'
 'transferase activity']"
EQU24_RS00515,,104824,106549,1,DNA primase,L,"Replication, recombination and repair",A0A4P9UIF7,2761,EQU24_RS00515,WP_017841385.1,||dnaG,"DNA primase activity
DNA-templated DNA replication
DNA-directed 5'-3' RNA polymerase activity
zinc ion binding
DNA replication, synthesis of RNA primer","['DNA primase activity' 'DNA-templated DNA replication'
 ""DNA-directed 5'-3' RNA polymerase activity"" 'zinc ion binding'
 'DNA replication, synthesis of RNA primer']"
EQU24_RS00520,rpoD,106636,108448,1,RNA polymerase sigma factor RpoD,K,Transcription,A0A4P9UK99,2760,EQU24_RS00525 // rpoD,WP_017841384.1,rpoD||rpoD,"transcription, DNA-templated
regulation of DNA-templated transcription, initiation
regulation of nucleic acid-templated transcription
regulation of cellular macromolecule biosynthetic process
regulation of transcription, DNA-templated","['transcription, DNA-templated'
 'regulation of DNA-templated transcription, initiation'
 'regulation of nucleic acid-templated transcription'
 'regulation of cellular macromolecule biosynthetic process'
 'regulation of transcription, DNA-templated']"
EQU24_RS00525,,108456,108533,1,,X,No COG annotation,,2760,EQU24_RS00525 // rpoD,,||,,[]
EQU24_RS00530,,108596,109757,1,methionine adenosyltransferase,H,Coenzyme transport and metabolism,A0A4P9ULA6,2759,EQU24_RS00535 // EQU24_RS00530,WP_017841383.1,||metK,"L-cysteine metabolic process
purine ribonucleoside metabolic process
potassium ion binding
serine family amino acid metabolic process
ATP binding","['L-cysteine metabolic process' 'purine ribonucleoside metabolic process'
 'potassium ion binding' 'serine family amino acid metabolic process'
 'ATP binding']"
EQU24_RS00535,,109776,111069,1,adenosylhomocysteinase,H,Coenzyme transport and metabolism,A0A4P9UIE9,2759,EQU24_RS00535 // EQU24_RS00530,WP_017841382.1,||ahcY,"purine ribonucleoside catabolic process
adenosine metabolic process
entry of bacterium into host cell
ribonucleoside catabolic process
purine nucleoside catabolic process","['purine ribonucleoside catabolic process' 'adenosine metabolic process'
 'entry of bacterium into host cell' 'ribonucleoside catabolic process'
 'purine nucleoside catabolic process']"
EQU24_RS00540,metF,111129,111981,1,methylenetetrahydrofolate reductase [NAD(P)H],E,Amino acid transport and metabolism,A0A4P9UKQ3,2758,metF,WP_017841381.1,metF||metF,"protein homotetramerization
protein homooligomerization
protein tetramerization
protein complex oligomerization
tetrahydrofolate biosynthetic process","['protein homotetramerization' 'protein homooligomerization'
 'protein tetramerization' 'protein complex oligomerization'
 'tetrahydrofolate biosynthetic process']"
EQU24_RS00545,,112072,112816,1,16S rRNA (uracil(1498)-N(3))-methyltransferase,J,"Translation, ribosomal structure and biogenesis",A0A4P9UIK6,2757,EQU24_RS00550 // EQU24_RS00545,WP_017841380.1,||None,"rRNA processing
rRNA metabolic process
ncRNA processing
rRNA base methylation
RNA processing","['rRNA processing' 'rRNA metabolic process' 'ncRNA processing'
 'rRNA base methylation' 'RNA processing']"
EQU24_RS00550,,112812,113688,1,CPBP family intramembrane metalloprotease,S,Function unknown,A0A4V1IJC4,2757,EQU24_RS00550 // EQU24_RS00545,WP_017841379.1,||None,"CAAX-box protein processing
cysteine-type endopeptidase activity
metallopeptidase activity
integral component of membrane","['CAAX-box protein processing' 'cysteine-type endopeptidase activity'
 'metallopeptidase activity' 'integral component of membrane']"
EQU24_RS00555,,113932,114415,-1,YajQ family cyclic di-GMP-binding protein,S,Function unknown,A0A4P9UN66,2756,EQU24_RS00555,WP_017841378.1,||None,"guanyl ribonucleotide binding
tRNA binding
GTP binding
adenyl ribonucleotide binding
adenyl nucleotide binding","['guanyl ribonucleotide binding' 'tRNA binding' 'GTP binding'
 'adenyl ribonucleotide binding' 'adenyl nucleotide binding']"
EQU24_RS00560,,114465,115713,-1,multifunctional CCA addition/repair protein,J,"Translation, ribosomal structure and biogenesis",A0A4P9UIW6,2755,EQU24_RS00560,WP_017841377.1,||None,"tRNA 3'-terminal CCA addition
ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity
tRNA adenylyltransferase activity
tRNA processing
ncRNA processing","[""tRNA 3'-terminal CCA addition""
 ""ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity""
 'tRNA adenylyltransferase activity' 'tRNA processing' 'ncRNA processing']"
EQU24_RS00565,,115829,116597,1,TSUP family transporter,S,Function unknown,,2754,EQU24_RS00565,WP_017841376.1,||None,"plasma membrane
integral component of membrane",['plasma membrane' 'integral component of membrane']
EQU24_RS00570,guaB,116713,118180,1,IMP dehydrogenase,F,Nucleotide transport and metabolism,A0A4P9UIQ6,2753,tadA // guaA // guaB,WP_017841375.1,guaB||guaB,"purine ribonucleoside triphosphate biosynthetic process
GMP biosynthetic process
GTP biosynthetic process
guanosine-containing compound biosynthetic process
purine ribonucleoside triphosphate metabolic process","['purine ribonucleoside triphosphate biosynthetic process'
 'GMP biosynthetic process' 'GTP biosynthetic process'
 'guanosine-containing compound biosynthetic process'
 'purine ribonucleoside triphosphate metabolic process']"
EQU24_RS00575,guaA,118260,119850,1,glutamine-hydrolyzing GMP synthase,F,Nucleotide transport and metabolism,A0A4P9UIG6,2753,tadA // guaA // guaB,WP_026130248.1,guaA||guaA,"guanosine-containing compound biosynthetic process
purine ribonucleoside monophosphate biosynthetic process
GMP biosynthetic process
purine ribonucleoside monophosphate metabolic process
purine ribonucleoside biosynthetic process","['guanosine-containing compound biosynthetic process'
 'purine ribonucleoside monophosphate biosynthetic process'
 'GMP biosynthetic process'
 'purine ribonucleoside monophosphate metabolic process'
 'purine ribonucleoside biosynthetic process']"
EQU24_RS00580,tadA,119840,120305,1,tRNA adenosine(34) deaminase TadA,F,Nucleotide transport and metabolism,UPI000344C44B,2753,tadA // guaA // guaB,WP_017841373.1,tadA||tadA,"tRNA wobble adenosine to inosine editing
tRNA processing
adenosine to inosine editing
ncRNA processing
tRNA wobble base modification","['tRNA wobble adenosine to inosine editing' 'tRNA processing'
 'adenosine to inosine editing' 'ncRNA processing'
 'tRNA wobble base modification']"
EQU24_RS00585,,120316,121960,-1,glucose-6-phosphate isomerase,G,Carbohydrate transport and metabolism,A0A4P9ULB8,2752,EQU24_RS00585,WP_017841372.1,||pgi,"purine ribonucleoside monophosphate biosynthetic process
purine ribonucleoside triphosphate biosynthetic process
purine ribonucleoside diphosphate metabolic process
purine ribonucleoside triphosphate metabolic process
purine nucleoside monophosphate biosynthetic process","['purine ribonucleoside monophosphate biosynthetic process'
 'purine ribonucleoside triphosphate biosynthetic process'
 'purine ribonucleoside diphosphate metabolic process'
 'purine ribonucleoside triphosphate metabolic process'
 'purine nucleoside monophosphate biosynthetic process']"
EQU24_RS00590,,122491,123085,1,hypothetical protein,X,No COG annotation,A0A4P9UIF8,2751,EQU24_RS00590,WP_026130247.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS00595,,123576,124437,1,multicopper oxidase,C,Energy production and conversion,A0A4P9UT40,2750,EQU24_RS00595,WP_040575730.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS00600,,124502,124934,1,DedA family protein,S,Function unknown,A0A4P9UKR2,2749,EQU24_RS00600,WP_017841369.1,||None,"plasma membrane
integral component of membrane
cell periphery
membrane
cellular_component","['plasma membrane' 'integral component of membrane' 'cell periphery'
 'membrane' 'cellular_component']"
EQU24_RS00605,,124981,125764,1,hypothetical protein,X,No COG annotation,A0A4P9UIL7,2748,EQU24_RS00605,WP_017841368.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS00610,,125949,126522,1,YceI family protein,S,Function unknown,A0A4V1IJC5,2747,EQU24_RS00610,WP_017841367.1,||None,,[]
EQU24_RS00615,,126908,127109,-1,hypothetical protein,X,No COG annotation,,2746,EQU24_RS00615,,||,"protein phosphorylation
protein histidine kinase activity
nucleotide binding
membrane
signal transduction","['protein phosphorylation' 'protein histidine kinase activity'
 'nucleotide binding' 'membrane' 'signal transduction']"
EQU24_RS00620,msbA,127547,129323,1,lipid A export permease/ATP-binding protein MsbA,V,Defense mechanisms,A0A4P9UN75,2745,msbA,WP_017841365.1,msbA||msbA,"ATP hydrolysis activity
ATP hydrolysis activity
nucleoside-triphosphatase activity
lipopolysaccharide transport
pyrophosphatase activity","['ATP hydrolysis activity' 'ATP hydrolysis activity'
 'nucleoside-triphosphatase activity' 'lipopolysaccharide transport'
 'pyrophosphatase activity']"
EQU24_RS00625,,129668,131204,1,,X,No COG annotation,,2744,EQU24_RS00625,,||,,[]
EQU24_RS00630,,131271,131348,1,,X,No COG annotation,,2743,EQU24_RS00635 // EQU24_RS00630,,||,,[]
EQU24_RS00635,,131419,131495,1,,X,No COG annotation,,2743,EQU24_RS00635 // EQU24_RS00630,,||,,[]
EQU24_RS00640,,131804,134725,1,,X,No COG annotation,,2742,EQU24_RS00640,,||,,[]
EQU24_RS00645,,134999,135115,1,,X,No COG annotation,,448,rrf,,||,,[]
EQU24_RS00650,,135895,137032,1,ABC transporter permease,Q,"Secondary metabolites biosynthesis, transport, and catabolism",UPI00034838F9,2741,EQU24_RS00665 // EQU24_RS00660 // EQU24_RS00655 // EQU24_RS00650,WP_017841363.1,||None,ATP-binding cassette (ABC) transporter complex,['ATP-binding cassette (ABC) transporter complex']
EQU24_RS00655,,137028,137811,1,ATP-binding cassette domain-containing protein,Q,"Secondary metabolites biosynthesis, transport, and catabolism",A0A4P9UIR3,2741,EQU24_RS00665 // EQU24_RS00660 // EQU24_RS00655 // EQU24_RS00650,WP_017841362.1,||None,"ATP hydrolysis activity
ATP binding",['ATP hydrolysis activity' 'ATP binding']
EQU24_RS00660,,137803,138718,1,MCE family protein,Q,"Secondary metabolites biosynthesis, transport, and catabolism",A0A4P9UIH5,2741,EQU24_RS00665 // EQU24_RS00660 // EQU24_RS00655 // EQU24_RS00650,WP_026130246.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS00665,,138747,139266,1,hypothetical protein,X,No COG annotation,A0A4P9UKB9,2741,EQU24_RS00665 // EQU24_RS00660 // EQU24_RS00655 // EQU24_RS00650,WP_017841360.1,||None,,[]
EQU24_RS00670,,139733,140330,1,hypothetical protein,X,No COG annotation,A0A4P9ULC6,2740,EQU24_RS00670,WP_017841358.1,||None,,[]
EQU24_RS00675,,140348,142232,-1,c-type cytochrome,C,Energy production and conversion,A0A4P9UIG7,2739,EQU24_RS00675,WP_017841357.1,||None,"heme binding
signal sequence binding
electron transport chain
metal ion binding
cell redox homeostasis","['heme binding' 'signal sequence binding' 'electron transport chain'
 'metal ion binding' 'cell redox homeostasis']"
EQU24_RS00680,,142316,143699,-1,selenium-binding protein,S,Function unknown,,2738,EQU24_RS00680,WP_235726469.1,||None,selenium binding,['selenium binding']
EQU24_RS00685,,143798,144074,-1,DUF4242 domain-containing protein,S,Function unknown,A0A4P9UIM5,2737,EQU24_RS00685,WP_017841355.1,||None,,[]
EQU24_RS00690,,144127,144724,-1,TetR family transcriptional regulator,K,Transcription,A0A4V1IJC6,2736,EQU24_RS00690,WP_017841354.1,||None,DNA binding,['DNA binding']
EQU24_RS00695,,144978,145242,1,hypothetical protein,X,No COG annotation,A0A4P9UN85,2735,EQU24_RS00695,WP_014146642.1,||None,"integral component of membrane
membrane",['integral component of membrane' 'membrane']
EQU24_RS00700,,145380,146064,-1,YggS family pyridoxal phosphate-dependent enzyme,S,Function unknown,A0A4P9UIY8,2734,EQU24_RS00700,WP_017841353.1,||None,"pyridoxal phosphate binding
anion binding
vitamin binding
vitamin B6 binding
cytoplasm","['pyridoxal phosphate binding' 'anion binding' 'vitamin binding'
 'vitamin B6 binding' 'cytoplasm']"
EQU24_RS00705,,146177,147215,1,type IV pilus twitching motility protein PilT,N,Cell motility,A0A4P9UIS3,2733,EQU24_RS00710 // EQU24_RS00705,WP_017841352.1,||None,"ATP binding
cytoplasm
intracellular anatomical structure
cytosol
cellular_component","['ATP binding' 'cytoplasm' 'intracellular anatomical structure' 'cytosol'
 'cellular_component']"
EQU24_RS00710,,147225,148359,1,PilT/PilU family type 4a pilus ATPase,N,Cell motility,A0A4P9UII4,2733,EQU24_RS00710 // EQU24_RS00705,WP_017841351.1,||None,ATP binding,['ATP binding']
EQU24_RS00715,djlA,148364,149174,-1,co-chaperone DjlA,O,"Post-translational modification, protein turnover, and chaperones",A0A4P9UKD0,2732,djlA,WP_017841350.1,djlA||djlA,"chaperone binding
plasma membrane
integral component of membrane
cell periphery
protein binding","['chaperone binding' 'plasma membrane' 'integral component of membrane'
 'cell periphery' 'protein binding']"
EQU24_RS00720,,149248,150148,1,phosphoribosylaminoimidazolesuccinocarboxamide synthase,F,Nucleotide transport and metabolism,A0A4P9ULD3,2731,EQU24_RS00720,WP_017841349.1,||None,"'de novo' IMP biosynthetic process
IMP biosynthetic process
purine ribonucleoside monophosphate biosynthetic process
IMP metabolic process
purine ribonucleoside monophosphate metabolic process","[""'de novo' IMP biosynthetic process"" 'IMP biosynthetic process'
 'purine ribonucleoside monophosphate biosynthetic process'
 'IMP metabolic process'
 'purine ribonucleoside monophosphate metabolic process']"
